Hours,Scores
4.370861069626263,70.23600473203427
9.556428757689245,115.66930678505625
7.587945476302646,99.28921961950128
6.387926357773329,82.32792979476602
2.4041677639819286,45.66250940226149
2.403950683025824,43.38879155841982
1.5227525095137953,35.71250492010154
8.795585311974417,110.93163824692874
6.41003510568888,80.00924764072144
7.372653200164409,104.18846838007138
1.185260448662222,26.82251757912371
9.72918866945795,111.22094363064083
8.491983767203795,110.71039203953828
2.9110519961044856,53.068833430859534
2.636424704863906,49.484846133899836
2.650640588680904,49.64813343313044
3.7381801866358395,57.32056800212382
5.72280788469014,72.74180698947225
4.887505167779041,69.25407446875904
3.6210622617823773,52.824814060263215
6.506676052501415,89.94235919210291
2.2554447458683766,41.81916055117308
3.629301836816963,52.165532384207076
4.297256589643226,61.36563668816729
5.104629857953324,73.11095585091137
8.066583652537123,97.84721376135134
2.7970640394252375,43.859538416420214
5.628109945722504,77.4995355146846
6.331731119758382,84.54214405312743
1.4180537144799796,31.64582126794415
6.467903667112945,82.32384514303784
2.5347171131856236,46.50742081864442
1.5854643368675156,28.614221661188534
9.539969835279999,108.36237948091721
9.690688297671034,113.31466187044816
8.275576133048151,101.68852557192227
3.741523922560336,58.96977705359338
1.8790490260574548,46.167271345322305
7.158097238609412,95.86927050210421
4.961372443656412,68.814031786747
2.0983441136030097,40.88836009651665
5.456592191001432,69.55327508682528
1.3094966900369656,33.002401220407705
9.18388361870904,110.39554299248971
3.3290198344001523,54.90379114569197
6.962700559185838,85.49085087409676
3.8053996848046987,60.65072941925285
5.680612190600297,84.46981647101586
5.920392514089517,78.66012439861088
2.6636900997297435,48.64545960779214
9.726261649881026,120.71333645736583
7.976195410250031,97.75585174307113
9.455490474077703,115.67536714982911
9.053446153848839,110.59742354239737
6.381099809299767,84.29937858574182
9.296868115208051,109.10363223280318
1.7964325184672756,38.08687605596747
2.763845761772307,50.12844907395032
1.4070456001948426,41.32617404092364
3.927972976869379,64.07608389911982
4.498095607205338,75.74686835961116
3.442141285965063,50.58467504521038
8.458637582367365,108.94797900727704
4.210779940242304,63.0245094311148
3.5284105871864266,66.23312053795263
5.884264748424236,74.8011560574666
2.2683180247728636,38.484571036824754
8.219772826786357,99.20076504064346
1.6709557931179373,26.09007930963034
9.881982429404655,116.19104918564275
7.9502029236699165,95.70636592893068
2.7884411338075514,48.636380270456556
1.0496990541124216,32.20577042001001
8.339152856093508,112.7723827570145
7.361716094628554,98.36928013721578
7.561064512368886,92.72612684537684
7.941433120173512,94.92225784499334
1.6664018656068134,39.123614513600664
4.226191556898454,55.66074953388132
2.0428215357261674,49.58550918653344
8.767930832880342,113.57650893240985
6.609683141448022,83.7509531539567
3.9780822236738427,51.215149591284046
1.5720251525742128,42.48961339656919
3.79884089544096,57.41570972814651
3.9266498982407234,65.45558054227455
7.566455605042576,87.69241775645392
6.738017242196918,84.38329730720031
8.98491468318694,109.87536533046033
5.249934326457543,72.73424623339913
2.0763482134447155,38.51315477705094
7.419203085006955,97.30628051180703
7.847065437552077,93.13255222860779
6.051494778125466,79.80305035614819
7.938704619591049,99.98852435446997
5.444160367279517,77.01379784308891
5.704595464437946,80.60402903482391
4.847869165226946,62.85548119308012
1.2287721406968566,24.617150553290454
1.97102284293974,46.09861253888995
1.2828626711806081,34.49019677170404
6.727693701374023,83.53450433095747
3.82920382968694,66.04779817448201
5.577136220482325,76.34973537628754
9.168098265334837,117.5774685736675
3.2436300623398746,52.77389303044929
4.693446307320667,77.2382026976166
7.799960246887438,106.7763066810904
3.059183489424602,49.34701415185065
1.6928191884591368,41.78604663936315
3.6077630762239123,59.30451051016486
2.4509915852860398,51.35307364052215
9.367278871083158,108.84817140793106
8.273083416079754,106.16109146078973
6.700633808593811,92.29846052018605
8.84314531168946,99.63775568477902
8.23304869209203,96.41419435759141
2.6791305299743224,36.59514441094272
9.0330309864098,108.9832756918752
5.854080177240856,82.12851305138838
8.266961396476564,110.18139922524577
9.06482169931144,111.01869089521327
3.8620312747467747,66.76339047532421
1.9904673207490908,33.004165916416454
3.051416462877475,41.99725243199897
4.843970097636307,68.16196248187998
8.362132893302437,105.54165617772091
8.74657524930709,107.30227875260044
1.0625691747807164,20.28848124760778
5.596725723198092,75.52165703441696
4.7566990283390105,61.04464278086584
2.9989702942365724,53.33806568651592
2.0787883060031453,42.620874290515694
4.038536542632651,55.68596649468974
9.486187335212673,112.29253876544327
3.908826388186797,53.79219627242321
5.669115595690295,76.37776047053708
7.3271706300566,98.0474179030722
4.272666421413646,57.79803398245875
9.746038744488645,119.98062002247568
9.662025654479,113.96896845292781
3.2660406624282774,48.69604246297105
5.475236553031469,74.2172137305419
3.707904788350927,51.9028362714124
3.5635644493972087,52.86739796723618
1.3319825261907952,27.33043579896371
6.486079005819072,94.68441572277266
5.524111209059753,75.41742985045619
1.463308761249904,31.13446007253611
3.507818178129503,56.148081334966136
9.174392973699883,111.18228948854467
3.1560570160027517,50.455722162361404
2.304053848821008,46.1113719884272
5.405074842498067,77.83828697521719
9.870854086995406,116.05603513190142
3.178497443603504,48.90588323281164
7.049219926652907,89.11694078077085
7.854576537958458,87.03615955590665
3.1387378959315972,43.81142364832321
7.553947137506736,102.37384271228999
4.3100481944732785,71.3253205122392
6.690752475342215,85.66234455564026
6.7017673968480524,89.90045878375935
5.821972156672826,79.77597233944594
1.8126079304896747,53.52048334717294
8.51772246030314,110.77509916020429
3.8870205847456223,58.230617890052386
2.678666593598688,42.00896373298475
1.3669762739928752,25.637531138640895
6.318036488694176,84.19768306627788
7.098079256580542,87.1990388393839
1.1492904603507053,24.381636055518683
5.608837524693529,72.85551082572265
3.0384619767814414,44.97687974974244
6.806555113685048,96.5012593122133
2.569297861044923,50.10117739519649
7.218439642922194,92.14453322263884
4.480618116704837,72.20590186149849
9.43056989863061,114.69254052454419
2.2376884973139393,38.07046396649808
4.069597159452327,68.31159198087155
2.021261691165302,42.90716713007631
9.322242564507064,108.03619487343836
8.896054180428829,108.00884841387024
3.3214746494364005,48.83665522744022
6.939856414307611,82.48456548825443
8.354999801810942,108.18088575576763
5.996807304395161,89.51515624630227
5.766855205204059,70.67571418294487
3.1766706181040654,54.58155236449351
1.837924910253093,35.1260362569218
9.074941821579941,108.31379129697592
9.103762514469974,108.0756555235054
6.697913115459412,82.65917730619503
4.051268119438307,60.7552893341072
4.142886171513948,57.27411113308429
7.533601109832154,96.68829522722073
9.073992339573193,110.48873284848625
8.983777818386056,108.64303794952852
8.018879912718614,95.65098081697815
6.77828481538859,84.89899150104424
1.7572596849554394,41.34955297868317
2.454658426851524,47.051170206637146
9.086987696743714,105.98210074344438
6.457861536936309,85.07527689650922
